Title,Author,ISBN Valid,Publisher,Subjects,i,Subjects_fine
Appelez-moi Nathan /,Catherine Castro,9782228921626; 2228921629,Payot & Rivages,adolescents psychologie; adolescents sexualite; bandes dessinees; graphic novel; identite sexuelle; romans graphiques; sexuality; transgender persons; transgenres; transidentite,9340,adolescents identite sexuelle; bandes dessinees; graphic novel; identite sexuelle psychologie; psychology adolescent; romans graphiques; sexuality psychology; transgender persons; transgenres; transidentite
Unique en mon genre : explorer les identités trans et non-binaires /,Alex Iantaffi,9791097154875,Améthyste Editions,identite sexuelle; nonbinarite; transidentite,9341,identite sexuelle; nonbinarite; transidentite; transidentite psychologie
Les yeux de Bianca /,Marie Sellier,9782606016128; 2606016122,Loisirs et pédagogie,communication visuelle; enfants handicapes education; livres bilingues; livres dimages; livres pour enfants; troubles de la vision,9342,enfants handicapes livres et lecture; handicapes visuels; livres dimages; livres en braille; livres pour handicapes visuels; troubles de la vision
100 grandes femmes de l'Histoire /,Clémentine V. Baron,9782371043466; 237104346X,Quelle Histoire,1; 2; 7; arendt hannah; austen jane; baker josephine; beauvoir simone de; bernhardt sarah; biographie; bonheur; bretagne france; callas maria; catherine imperatrice de russie; christine de pisan; cleopatre reine degypte; colette sidonie gabrielle; curie marie; davidneel alexandra; davis angela; elisabeth reine dangleterre; frank anne; fredegonde; goodall jane; gouges olympe de; hepburn audrey; jeanne darc sainte; kahlo frida; marie sainte; marieantoinette reine de france; mer; methode montessori; michel louise; monroe marilyn; napoleon empereur des francais; ouvrages pour la jeunesse; pocahontas; reine de france; rowling joanne kathleen; saintphalle niki de; sand george; shelley mary; veil simone; vigee le brun louiseelisabeth; woolf virginia,9343,1; 2; 7; agrippine la jeune; aigle caroline; alienor daquitaine; anne boleyn reine dangleterre; anne de bretagne; arendt hannah; aubrac lucie; austen jane; baker josephine; bathory erzsebet; beauvoir simone de; bernhardt sarah; bienheureuse; biographie femmes; boadicee reine des iciens; bonheur rosa; calamity jane; callas maria; catherine de medicis; chanel gabrielle dite coco; christie agatha; christine de pisan; claudel camille; cleopatre reine degypte; colette sidonie gabrielle; curie marie; davidneel alexandra; davis angela; du chatelet gabrielleemilie le tonnelier de breteuil marquise; duncan isadora; earhart amelia; elisabeth de wittelsbach; elisabeth reine dangleterre; frank anne; fredegonde; gandhi indira; goodall jane; gouges olympe de; hatshepsout reine degypte; hepburn audrey; hypatie; imperatrice dautriche; isabelle reine de castille; jeanne darc sainte; josephine imperatrice des francais; kahlo frida; la fayette mariemadeleine de; lamarr hedy; lempicka tamara de; lovelace ada king comtesse de; madonna; marieantoinette reine de france; marietherese imperatrice germanique; marvingt marie; mata hari; mere; michel louise; monroe marilyn; montessori maria; nightingale florence; njinga reine dangola; onassis jacqueline bouvier kennedy; ono yoko; ouvrages pour la jeunesse; parker bonnie; parks rosa; piaf edith; pocahontas; reine de france; romanov anastasia nikolaievna grandeduchesse de russie; rowling joanne kathleen; saintphalle niki de; sand george; sappho; shelley mary; shijing; simone nina; stein gertrude; teresa de calcutta; thatcher margaret; veil simone; victoria reine dangleterre; vigee le brun louiseelisabeth; wollstonecraft mary; woolf virginia; wu zetian imperatrice de chine; yousafzai malala; zenobie reine de palmyre
La Suisse au féminin : le droit de vote des femmes /,Evelyne Von der Mühll,9782940589296; 2940589291,Editions uTopie,droit de vote; livres documentaires,9344,femmes droit de vote suisse; livres documentaires pour la jeunesse
Citoyennes ! : il était une fois le droit de vote des femmes /,Caroline Stevan,9782940673360; 2940673365,Helvetiq,droit de vote; droits des femmes; egalite des sexes; femmes; ouvrages pour la jeunesse,9345,droits civils et politiques journee internationale de la femme; egalite des sexes; femmes droit de vote; femmes droits; ouvrages pour la jeunesse
Psychologie de la discrimination et des préjugés : de la théorie à la pratique /,,9782807339750; 2807339751,De Boeck supérieur,discrimination sexuelle; domination; manuels denseignement superieur; prejuges; psychologie sociale; relations intergroupes; stereotype psychologie,9346,discrimination; domination; manuels denseignement superieur; prejuges; psychologie sociale; relations intergroupes; stereotype psychologie
"Hommes, femmes : la construction de la différence /",,9782746505087; 2746505088,Universcience éd; Le Pommier,differences entre sexes; ethnologie; etudes diverses; relations hommesfemmes; sexe genre difference etudes diverses,9347,differences entre sexes; ethnologie; etudes diverses; relations hommesfemmes; sexe genre difference etudes diverses
Le garçon invisible /,Trudy Ludwig,9782924645260; 2924645263,D'eux,fiction; integration scolaire; integration sociale; livres dimages; ouvrages pour la jeunesse; realisation de soi,9348,fictions; integration scolaire; integration sociale; livres dimages; ouvrages pour la jeunesse; realisation de soi
Commando culotte : les dessous du genre et de la pop-culture /,Mirion Malle,9782359108163; 2359108166,Ankama,bandes dessinees; feminisme; femmes au cinema; femmes dans la culture populaire,9349,bandes dessinees; feminisme; femmes au cinema; femmes dans la culture populaire
Sciences : cycle 3 /,,9782210542372; 2210542375; 9782210542365; 2210542367; 9782210521124; 2210521122,Magnard,enseignement methodes actives; sciences; sciences naturelles,9350,activites didactiques sciences de la terre methodologie; activites didactiques sciences de la vie methodologie; sciences de la terre manuel; sciences de la vie manuel
Histoire de Julie qui avait une ombre de garçon /,Christian Bruel,9782364745018; 2364745012,Thierry Magnier,ouvrages pour la jeunesse; perception de soi; role selon le sexe; transidentite,9351,ouvrages pour la jeunesse; perception de soi; role selon le sexe; transidentite
La fabrication du genre à l'école : enquête en France et au Québec /,Joëlle Magar-Braeuner,9782343172866; 2343172862,L'Harmattan,egalite des sexes; enquetes; france; identite sexuelle; milieu scolaire; quebec canada province; sexisme,9352,egalite des sexes; enquetes; france; identite sexuelle et education; milieu scolaire; quebec canada province; sexisme
Regarde en haut ! /,Jin-Ho jung,9782355043871; 2355043876,Rue du monde,handicap chez lenfant; ouvrages pour la jeunesse,9353,handicap chez lenfant; ouvrages pour la jeunesse
"Mon manuel de français 6e 2e cycle : lire, dire, écrire dans toutes les disciplines /",,9782725652023; 2725652022; 9782725652115; 2725652111; 9782725652122; 272565212X,Retz,francais langue etude et enseignement primaire,9354,enseignement primaire francais langue manuel
"L'écriture inclusive, et si on s'y mettait ? /",,9782321017318; 2321017317,Le Robert,ecriture inclusive; sexisme dans le langage,9355,ecriture inclusive; francais langue ecriture inclusive; sexisme dans le langage
"Être féministe, pour quoi faire ? /",Camille Froidevaux-Metterie,9791040113072,La Martinière jeunesse,feminisme; femmes conditions sociales; livres documentaires; ouvrages pour la jeunesse,9356,feminisme; femmes conditions sociales; livres documentaires pour la jeunesse; ouvrages pour la jeunesse
Le harcèlement scolaire /,Nicole psychiatre 19..-.... Catheline,9782715416253; 2715416253,Presses universitaires de France/Humensis,harcelement en milieu scolaire; violence en milieu scolaire,9357,harcelement en milieu scolaire; violence en milieu scolaire
Wahiohio quel est ce cri bizarre ? : choisis la suite de l'aventure /,Sylvie Misslin,9782368561782; 2368561781,Amaterra,animaux production de sons; jungle; livres dimages; livresjeux,9358,animaux production de sons; jungle; livres dimages; livresjeux
Je suis grosse /,Marina K.,9782889011650; 2889011658,Antipodes,bandes dessinees; graphic novel; obesity psychology; pediatric obesity; regimes alimentaires; surpoids; switzerland,9359,bandes dessinees; graphic novel; obesite psychologie; obesity psychology; pediatric obesity; regimes amaigrissants; surpoids; switzerland
Drôle d'histoire ces métiers : renifleur de café et plus de 80 autres professions insolites /,Markus auteur 19..- Rottmann,9782940673780; 2940673780,Helvetiq,livres documentaires; metiers,9360,livres documentaires pour la jeunesse; metiers histoire
Mathématiques 9-10-11 : [11e] /,,9782606013936; 260601393X; 9782606013929; 2606013921,CIIP Conférence intercantonale de l'instruction publique de la Suisse romande et du Tessin; LEP Loisirs et pédagogie,manuels denseignement secondaire; mathematiques; problemes et exercices,9361,manuels denseignement secondaire; mathematiques; problemes et exercices
"Les seins, toute une histoire /",Gala 19..-.... Avanzi,9782317031670; 231703167X,Mango Éditions,beaute feminine esthetique; feminisme; histoires de vie; image du corps chez la femme; sociologie du corps,9362,beaute feminine esthetique; feminisme; image du corps chez la femme; sein histoire; sociologie du corps
Mozart était une femme : histoire de la musique classique au féminin /,Aliette de Laleu,9782234090583; 223409058X,Stock,compositeurs; femmes artistes; instruments de musique; musique,9363,compositrices; direction musique; femmes et musique histoire; instrumentistes
"Paulo Freire, pédagogue des opprimé.e.s : une introduction aux pédagogies critiques /",Irène.... Pereira,9782377290185; 2377290183,Libertalia,critique et interpretation; pedagogie critique,9364,freire paulo; freire paulo critique et interpretation; pedagogie critique
Histoire de la beauté : le corps et l'art d'embellir de la Renaissance à nos jours /,Georges Vigarello,2020397277; 9782020397278,Editions du Seuil,beaute 16e s 20e s; mode vetement sociologie 16e s 20e s,9365,beaute 16e s 20e s; mode vetement sociologie 16e s 20e s
"Carol Gilligan et l'éthique du ""care"" /","Vanessa, professeure à l’Université Côte d’Azur....., Nurock",9782130573449; 2130573444,PUF,comportement daide; critique et interpretation; ethique feministe; etudes diverses; philosophie politique; responsabilite droit; soins infirmiers; soins infirmiers etudes diverses; theorie du care; theorie philosophie,9366,comportement daide; dependance responsabilite sociale vulnerabilite ethique etudes diverses; ethique feministe; gilligan carol critique et interpretation; gilligan carol etudes diverses; soin caring philosophie politique etudes diverses; soins infirmiers; sollicitude philosophie politique etudes diverses; theorie du care; theorie philosophie
"Ecolo, mon cul ! : 14 dilemmes du quotidien pour aller au-delà du bullshit écologique /",Pierre consultant en écoconception 19..-.... Rouvière,9782416009006; 2416009001,Editions Eyrolles,ecologie; environnement protection; guides pratiques; nature effets de lhomme,9367,ecologie; environnement protection; guides pratiques; nature effets de lhomme
La bible de la couture /,Anette Fischer,9782501112802; 2501112806,Marabout,couture; guides pratiques; vetements,9368,couture; guides pratiques et mementos; vetements
L'Empire des roses : chefs-d'œuvre de l'art persan du XIXe siècle /,,9461614411; 9789461614414,Snoeck,catalogues dexposition; etat islamique,9369,art iranian 19th century exhibitions; art islamique iran; art qajar; catalogues dexposition
I milanesi ammazzano al sabato /,Giorgio Scerbanenco,9788834612125; 8834612124,La nave di Teseo,,9370,
Collected short stories /,William Somerset Maugham,,Heinemann; Pan Books,,9371,
Comprendre l'éducation au prisme du genre /,Isabelle.... Collet,9782940195848; 2940195846,Université de Genève,etudes sur le genre; role selon le sexe; sexisme en education,9372,classes mixtes; etudes sur le genre; role selon le sexe; sexisme en education
La santé psychosociale des enseignants et des enseignantes /,,9782760530041; 2760530043,Presses de l'Université du Québec,administration scolaire; burnout professional; etudes diverses; france; health promotion; italy; job satisfaction; psychology applied; quebec; sante psychologie; satisfaction au travail; schools; stress psychological; switzerland; teaching,9373,burnout professional; burnout professional prevention control; enseignant sante psychologie; enseignant satisfaction au travail; etudes diverses; faculty; france; health promotion; italy; job satisfaction; psychology educational; quebec; sante scolaire; schools; social support; stress psychological; stress psychological prevention control; switzerland; teaching
"Comment soutenir les enseignants face aux situations complexes ? : soutien social, modèle d'intervention /",Denise Curchod-Ruedi,9782804191146; 2804191141,De Boeck,conditions de travail; enseignants; enseignement; epuisement professionnel; ontologie; penibilite du travail; relations maitreeleve; relations professionnelles,9374,conditions de travail; deontologie; enseignants; enseignants conditions de travail; enseignants deontologie; enseignants relations professionnelles; enseignement; epuisement professionnel; penibilite du travail; relations maitreeleve
